BHK,Size_in_SqFt,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Availability_Status,Bathrooms,Balcony,Population_Density,Mall_Distance_km,Crime_Index,Infra_Growth_Score,Amenity_Count,Floor_Ratio,State_Encoded,City_Encoded,Property_Type_Apartment,Property_Type_Independent House,Property_Type_Villa,Furnished_Status_Furnished,Furnished_Status_Semi-furnished,Furnished_Status_Unfurnished,Facing_East,Facing_North,Facing_South,Facing_West,Owner_Type_Broker,Owner_Type_Builder,Owner_Type_Owner
3,4573,10,11,7,10,7,1,1,1,0,3,2,4378,4.7,6.3,5.9,4,0.91,8,2,0,1,0,0,0,1,1,0,0,0,0,0,1
5,1986,10,13,5,10,8,2,0,1,0,5,2,13600,8.2,10.0,7.4,5,0.77,5,37,0,0,1,1,0,0,1,0,0,0,0,1,0
5,3600,0,8,27,7,4,2,1,1,0,5,3,2000,4.5,5.8,5.3,5,0.0,15,7,1,0,0,1,0,0,0,0,1,0,0,0,1
3,3241,6,18,25,5,8,1,1,1,0,3,2,430,5.0,6.3,4.7,3,0.33,0,40,0,0,1,0,1,0,0,1,0,0,0,1,0
4,1683,17,24,31,10,1,3,0,0,1,4,3,740,5.6,2.3,7.3,2,0.71,7,35,0,0,1,0,1,0,0,0,0,1,1,0,0
2,4968,7,11,20,10,7,2,1,0,1,2,2,20667,3.8,6.9,7.1,1,0.64,11,27,1,0,0,1,0,0,0,0,1,0,0,1,0
4,1026,12,20,33,5,4,2,1,1,1,4,3,5800,5.0,2.8,4.7,5,0.6,11,33,0,0,1,0,0,1,1,0,0,0,0,1,0
2,3201,22,29,32,3,1,3,0,1,0,2,1,2000,12.0,5.6,5.2,3,0.76,15,7,0,1,0,0,1,0,1,0,0,0,0,1,0
3,3188,2,18,7,6,5,3,0,0,1,3,2,1200,10.2,5.5,7.3,2,0.11,7,20,0,1,0,1,0,0,0,0,0,1,0,1,0
3,3562,4,16,29,5,10,2,0,0,0,3,2,690,12.2,2.7,6.5,4,0.25,3,34,0,1,0,1,0,0,0,0,0,1,1,0,0
3,1260,13,14,5,4,5,3,0,0,1,3,2,24252,2.1,6.8,6.7,2,0.93,19,23,0,0,1,0,1,0,0,0,1,0,0,0,1
4,3579,14,28,24,3,4,1,1,0,0,4,2,817,5.0,1.0,2.9,4,0.5,18,16,1,0,0,1,0,0,1,0,0,0,0,0,1
3,4358,12,30,4,4,5,3,0,1,0,3,1,565,6.3,2.4,6.7,5,0.4,11,29,0,1,0,1,0,0,0,0,0,1,0,0,1
5,3579,5,9,20,4,8,1,1,0,0,5,3,2900,4.0,4.2,4.4,2,0.56,6,12,0,0,1,1,0,0,0,0,1,0,1,0,0
3,1953,3,8,15,3,8,1,1,1,1,3,1,480,5.6,2.8,4.1,4,0.38,2,13,0,1,0,1,0,0,0,0,0,1,0,1,0
1,3870,5,18,20,2,7,1,1,0,0,1,0,11297,2.0,5.6,3.5,5,0.28,4,30,1,0,0,0,0,1,0,1,0,0,0,1,0
2,1685,6,20,28,2,6,1,0,0,1,2,1,1040,13.0,5.2,3.2,2,0.3,0,39,0,1,0,0,0,1,0,1,0,0,1,0,0
4,2608,12,12,17,4,7,2,0,0,1,4,2,20667,1.5,6.1,5.3,2,1.0,11,27,0,0,1,0,1,0,0,0,0,1,0,0,1
4,3955,1,6,19,9,8,3,0,0,0,4,2,740,12.7,1.0,9.1,4,0.17,7,35,1,0,0,0,1,0,0,1,0,0,0,0,1
2,4045,4,22,15,10,4,1,1,1,0,2,2,26903,2.8,6.3,5.0,5,0.18,15,6,0,0,1,0,0,1,0,1,0,0,1,0,0
1,4961,16,29,3,8,8,1,0,1,0,1,0,690,14.7,6.8,5.6,1,0.55,3,34,1,0,0,0,1,0,0,1,0,0,0,1,0
3,715,21,22,3,9,3,1,0,1,1,3,1,1803,7.1,2.6,4.4,3,0.95,2,32,0,1,0,0,0,1,1,0,0,0,0,0,1
4,1784,5,19,21,2,9,3,1,0,0,4,2,18480,3.3,8.8,7.3,1,0.26,16,17,1,0,0,1,0,0,1,0,0,0,1,0,0
2,1308,9,20,11,4,1,2,1,0,1,2,2,740,4.3,3.3,3.5,5,0.45,7,35,0,1,0,0,1,0,1,0,0,0,0,1,0
4,1830,19,21,23,2,9,3,0,0,0,4,3,5798,9.7,2.7,7.3,4,0.9,9,22,0,1,0,0,1,0,1,0,0,0,1,0,0
1,3395,12,27,11,10,8,3,0,1,0,1,0,2100,5.4,3.6,9.4,5,0.44,12,8,0,0,1,0,0,1,0,1,0,0,0,1,0
4,1581,19,27,29,9,9,2,0,1,0,4,2,500,7.7,2.4,7.4,4,0.7,14,21,1,0,0,0,1,0,1,0,0,0,0,0,1
4,2015,1,21,15,8,5,2,1,0,0,4,3,13600,12.5,6.8,5.9,3,0.05,5,37,1,0,0,1,0,0,0,0,1,0,0,0,1
2,4963,3,17,17,9,2,1,0,0,0,2,2,690,9.7,3.1,4.1,2,0.18,3,34,0,1,0,0,1,0,1,0,0,0,0,0,1
3,4522,1,5,2,3,7,1,0,0,0,3,2,900,13.2,3.6,3.8,1,0.2,8,28,0,1,0,1,0,0,0,0,0,1,1,0,0
1,3514,21,30,31,4,5,1,1,0,0,1,1,1040,3.0,1.0,3.5,1,0.7,0,39,1,0,0,0,1,0,0,1,0,0,0,1,0
1,4169,6,20,12,9,2,3,0,1,0,1,1,480,6.9,1.0,7.3,2,0.3,2,13,0,1,0,0,0,1,0,0,1,0,1,0,0
2,1163,6,21,9,5,4,1,0,1,1,2,1,817,6.7,4.6,3.5,2,0.29,18,16,0,0,1,1,0,0,0,1,0,0,0,1,0
1,4112,12,16,34,6,2,2,0,1,0,1,1,855,13.4,1.2,4.4,2,0.75,10,3,0,0,1,1,0,0,0,0,0,1,0,1,0
5,4876,6,12,10,10,3,2,1,0,0,5,3,1815,11.9,3.2,5.9,1,0.5,17,24,0,1,0,0,0,1,0,0,0,1,1,0,0
5,827,19,21,10,1,8,3,1,0,1,5,2,11297,2.6,7.4,6.7,5,0.9,4,30,0,0,1,0,1,0,0,1,0,0,0,0,1
3,4392,10,11,16,1,4,3,1,0,1,3,2,24252,1.4,6.5,5.5,3,0.91,19,23,1,0,0,1,0,0,0,0,1,0,0,1,0
2,2859,11,17,19,2,7,2,0,0,0,2,1,3800,14.6,6.1,4.7,1,0.65,6,14,0,1,0,0,0,1,0,1,0,0,0,0,1
4,3927,13,29,9,4,8,3,0,0,0,4,3,2900,4.8,3.3,7.6,1,0.45,6,12,0,1,0,1,0,0,0,0,1,0,0,1,0
3,3925,6,24,29,8,7,1,0,0,1,3,2,594,10.1,2.9,5.3,4,0.25,18,9,0,0,1,0,1,0,0,1,0,0,0,1,0
5,914,8,14,13,3,5,3,1,0,1,5,2,1600,10.5,2.9,6.4,5,0.57,12,4,0,1,0,0,1,0,1,0,0,0,0,1,0
4,3328,14,18,30,5,4,2,0,1,0,4,3,430,9.1,3.2,4.7,4,0.78,0,40,1,0,0,0,1,0,1,0,0,0,0,0,1
5,4989,22,25,32,9,6,2,1,0,1,5,2,24252,4.7,9.4,6.5,2,0.88,19,23,0,1,0,1,0,0,0,0,0,1,1,0,0
2,1259,8,27,14,4,4,1,1,1,0,2,2,9000,10.0,4.2,3.2,1,0.3,4,11,0,0,1,0,1,0,0,1,0,0,0,1,0
4,3324,9,13,27,1,2,1,1,1,1,4,3,430,14.0,2.3,1.7,1,0.69,0,40,1,0,0,0,1,0,0,0,1,0,1,0,0
1,4869,2,8,4,3,4,1,0,0,0,1,0,1540,4.5,2.0,2.9,2,0.25,1,15,0,0,1,0,1,0,0,1,0,0,0,1,0
5,1526,12,15,26,6,1,2,0,1,1,5,3,740,11.4,3.0,4.1,4,0.8,7,35,0,1,0,0,0,1,0,0,1,0,0,0,1
4,3892,7,28,7,8,10,2,1,1,1,4,3,11730,3.5,4.9,7.4,5,0.25,5,0,0,0,1,1,0,0,0,0,0,1,0,0,1
3,1823,4,16,35,10,4,3,0,0,0,3,1,480,11.1,1.8,8.2,4,0.25,2,13,0,0,1,1,0,0,0,1,0,0,0,0,1
3,1894,6,10,33,2,4,1,0,1,0,3,1,1600,9.9,1.7,2.6,5,0.6,12,4,1,0,0,0,0,1,1,0,0,0,0,1,0
4,1720,6,10,35,4,7,2,1,1,1,4,2,1200,11.9,2.8,5.3,2,0.6,8,26,0,0,1,1,0,0,0,0,1,0,1,0,0
4,1634,14,16,15,1,6,1,1,1,1,4,2,850,4.5,2.5,2.9,2,0.88,16,41,0,1,0,1,0,0,1,0,0,0,0,0,1
3,2718,16,29,16,1,1,2,1,0,0,3,2,1803,5.1,1.9,2.6,2,0.55,2,32,1,0,0,0,0,1,1,0,0,0,1,0,0
2,4017,14,27,3,3,5,1,1,1,0,2,1,855,8.2,4.3,3.2,5,0.52,10,3,0,1,0,1,0,0,0,0,0,1,0,1,0
2,3899,1,13,5,3,4,2,1,1,0,2,2,1509,3.8,1.5,4.1,3,0.08,9,38,0,1,0,0,1,0,0,0,1,0,0,1,0
3,1186,6,20,25,3,6,3,1,1,0,3,1,6900,13.7,6.3,6.7,2,0.3,14,19,1,0,0,0,0,1,0,0,0,1,0,1,0
1,1743,8,26,33,8,7,2,1,0,0,1,0,13600,8.3,10.0,6.5,5,0.31,5,37,1,0,0,0,0,1,0,1,0,0,0,1,0
4,4646,0,6,12,5,4,3,0,0,0,4,3,2000,12.1,4.4,6.7,2,0.0,15,7,1,0,0,0,0,1,1,0,0,0,0,0,1
4,4599,15,23,32,4,5,1,0,0,0,4,2,430,8.3,1.0,3.5,3,0.65,0,40,1,0,0,0,1,0,0,1,0,0,0,0,1
4,2875,2,12,27,9,2,2,1,0,1,4,3,2900,6.7,7.3,5.3,3,0.17,6,12,0,1,0,1,0,0,1,0,0,0,0,0,1
5,1817,23,26,5,9,8,3,1,1,0,5,3,850,12.1,1.8,9.1,1,0.88,16,41,0,1,0,0,0,1,1,0,0,0,0,1,0
2,2952,2,5,5,1,8,3,0,1,1,2,2,2200,11.9,4.3,6.7,2,0.4,13,25,0,1,0,0,0,1,1,0,0,0,1,0,0
4,1385,8,9,32,9,2,1,1,0,1,4,3,1100,4.9,1.6,4.1,2,0.89,19,10,1,0,0,1,0,0,0,0,1,0,0,1,0
2,1551,12,15,25,9,3,2,1,1,1,2,2,26903,4.3,8.5,5.6,4,0.8,15,6,0,0,1,0,0,1,0,0,0,1,0,0,1
4,4176,6,13,20,3,9,3,1,0,1,4,2,11730,2.7,6.6,7.6,5,0.46,5,0,0,0,1,1,0,0,0,0,1,0,0,0,1
2,1490,4,12,6,10,6,2,0,0,1,2,1,4378,3.6,2.8,6.8,4,0.33,8,2,0,1,0,0,1,0,0,0,0,1,0,0,1
3,584,0,18,23,2,10,2,0,1,0,3,1,1100,3.6,4.1,5.6,3,0.0,19,10,1,0,0,1,0,0,0,1,0,0,0,1,0
2,876,1,15,15,7,10,3,0,0,1,2,1,1040,8.2,3.6,9.1,3,0.07,0,39,0,1,0,0,1,0,1,0,0,0,0,1,0
2,2745,15,26,24,9,5,2,0,0,1,2,2,855,11.7,3.6,6.2,5,0.58,10,3,0,1,0,1,0,0,0,0,0,1,0,0,1
3,1898,7,13,21,7,6,3,0,1,0,3,2,1500,10.6,4.9,7.9,5,0.54,13,1,1,0,0,0,0,1,0,0,1,0,0,1,0
2,3864,22,25,8,2,8,3,0,1,1,2,1,5798,14.1,1.9,7.0,3,0.88,9,22,0,0,1,1,0,0,0,1,0,0,1,0,0
5,2896,2,18,9,6,3,1,0,0,0,5,2,420,5.9,4.3,3.5,1,0.11,3,5,0,0,1,0,1,0,0,0,1,0,1,0,0
2,701,16,30,23,1,9,2,0,1,0,2,1,850,6.0,2.2,5.0,3,0.53,16,41,0,1,0,0,0,1,0,0,1,0,0,1,0
1,1362,9,25,10,3,9,1,1,0,0,1,0,855,6.4,2.4,4.4,1,0.36,10,3,0,1,0,0,0,1,0,1,0,0,0,1,0
3,1857,7,17,18,7,7,1,1,0,1,3,2,13600,14.9,6.6,5.0,2,0.41,5,37,0,0,1,0,0,1,0,0,0,1,0,1,0
1,3912,8,9,31,8,6,1,0,0,1,1,1,1540,8.8,3.9,5.0,5,0.89,1,15,1,0,0,0,1,0,0,0,1,0,0,1,0
1,1812,3,18,34,3,1,1,1,1,0,1,0,1040,4.8,1.6,2.0,1,0.17,0,39,0,0,1,1,0,0,1,0,0,0,0,0,1
1,2846,13,23,21,9,3,2,1,1,1,1,0,18480,2.7,4.2,5.6,1,0.57,16,17,1,0,0,1,0,0,0,0,1,0,0,1,0
4,4363,24,25,30,2,7,1,0,1,0,4,2,1040,11.0,2.8,3.5,5,0.96,0,39,1,0,0,0,0,1,1,0,0,0,0,1,0
2,688,6,13,14,8,7,3,0,0,0,2,1,3800,9.6,5.0,8.5,4,0.46,6,14,0,1,0,0,1,0,0,0,1,0,1,0,0
3,2744,3,20,2,3,10,1,1,1,1,3,2,9000,8.2,9.9,4.7,1,0.15,4,11,0,1,0,0,1,0,0,0,0,1,0,1,0
5,2889,6,18,8,4,7,1,0,1,0,5,2,2200,4.2,7.9,4.1,3,0.33,13,25,1,0,0,0,0,1,1,0,0,0,0,0,1
1,886,13,28,6,7,8,3,0,0,1,1,0,420,13.6,4.7,8.5,4,0.46,3,5,0,1,0,1,0,0,0,0,0,1,0,0,1
1,1271,21,30,26,4,10,3,0,0,0,1,0,2200,14.3,6.5,8.2,1,0.7,13,25,0,1,0,0,1,0,1,0,0,0,0,1,0
5,1936,6,25,14,5,5,1,1,0,0,5,2,1040,12.9,5.8,3.8,3,0.24,0,39,1,0,0,0,0,1,0,1,0,0,1,0,0
3,3424,21,21,32,3,2,3,0,1,0,3,2,2100,8.1,6.6,5.5,4,1.0,12,8,1,0,0,0,0,1,0,0,0,1,1,0,0
5,3616,15,24,9,6,9,2,0,0,1,5,2,1040,6.3,1.7,6.5,5,0.62,0,39,1,0,0,0,0,1,0,1,0,0,1,0,0
5,4075,1,4,2,10,6,3,0,0,1,5,2,380,12.3,2.6,8.8,5,0.25,1,36,0,1,0,0,1,0,0,0,1,0,0,0,1
3,2483,9,15,21,6,4,3,0,0,1,3,2,2100,3.7,6.9,7.0,1,0.6,12,8,1,0,0,0,0,1,0,0,0,1,0,0,1
1,1440,5,29,7,5,5,3,0,1,0,1,0,850,8.4,1.1,7.0,3,0.17,16,41,0,0,1,0,0,1,0,1,0,0,0,1,0
5,2097,9,26,25,8,8,2,0,1,0,5,3,1040,8.6,2.2,6.8,5,0.35,0,39,0,1,0,0,0,1,0,0,0,1,0,1,0
3,694,7,17,23,10,2,2,1,0,1,3,1,817,8.4,3.0,5.6,2,0.41,18,16,0,1,0,1,0,0,1,0,0,0,1,0,0
4,4109,8,24,5,8,7,3,0,1,0,4,3,24252,4.2,9.2,8.5,3,0.33,19,23,0,1,0,0,0,1,0,0,1,0,0,1,0
1,1278,5,28,21,1,5,2,0,0,0,1,0,1100,14.0,2.7,3.8,2,0.18,19,10,0,0,1,0,0,1,1,0,0,0,1,0,0
4,1341,16,19,22,7,8,2,0,1,1,4,3,594,5.0,3.0,6.5,3,0.84,18,9,1,0,0,1,0,0,0,1,0,0,1,0,0
1,3415,3,8,32,2,2,3,1,0,0,1,0,855,6.5,4.0,5.2,2,0.38,10,3,0,0,1,0,1,0,0,1,0,0,0,1,0
4,3513,2,13,16,10,9,3,0,0,1,4,3,5798,8.1,3.9,9.7,2,0.15,9,22,0,1,0,1,0,0,0,1,0,0,0,0,1
2,4741,4,25,2,10,8,3,0,0,1,2,2,430,8.5,3.3,9.4,4,0.16,0,40,0,1,0,0,0,1,0,1,0,0,1,0,0
5,2233,3,18,35,8,2,1,1,0,0,5,2,18480,0.7,8.3,3.8,1,0.17,16,17,0,0,1,1,0,0,0,1,0,0,0,1,0
2,892,1,27,23,9,8,2,0,1,0,2,1,855,9.9,2.8,7.1,4,0.04,10,3,1,0,0,1,0,0,0,1,0,0,0,0,1
5,2816,20,26,31,5,10,1,1,0,1,5,2,1500,3.1,2.0,5.3,4,0.77,13,1,0,0,1,1,0,0,0,0,0,1,0,1,0
5,4951,1,18,32,10,2,1,1,1,0,5,2,3000,13.7,5.3,4.4,4,0.06,10,18,1,0,0,0,1,0,0,1,0,0,0,0,1
2,4163,1,25,31,9,1,3,1,1,0,2,1,420,10.2,4.9,7.0,3,0.04,3,5,0,0,1,0,1,0,0,1,0,0,0,1,0
5,2505,9,21,6,3,9,2,0,0,1,5,3,850,14.4,1.9,5.6,2,0.43,16,41,0,1,0,1,0,0,0,0,1,0,1,0,0
1,2185,12,27,10,1,5,3,1,0,0,1,0,5800,3.2,5.7,5.8,3,0.44,11,33,0,0,1,0,0,1,0,0,1,0,0,0,1
1,1646,17,28,33,10,1,3,0,0,0,1,1,24252,2.6,8.6,7.3,5,0.61,19,23,0,1,0,0,1,0,0,0,1,0,0,1,0
5,2314,15,27,6,10,7,3,1,0,1,5,2,2100,14.8,3.8,9.1,3,0.56,12,8,0,0,1,1,0,0,0,0,1,0,0,0,1
5,2681,16,23,18,6,4,3,0,0,0,5,3,380,11.7,2.1,7.0,3,0.7,1,36,1,0,0,0,1,0,1,0,0,0,0,1,0
5,2193,22,30,2,6,9,3,1,1,1,5,3,1815,4.5,3.4,8.5,4,0.73,17,24,0,0,1,0,1,0,0,0,1,0,0,0,1
4,3399,24,28,30,2,10,1,1,0,1,4,3,1815,14.1,5.4,4.4,5,0.86,17,24,0,0,1,0,1,0,0,0,0,1,1,0,0
2,4341,22,25,28,9,2,1,0,1,1,2,1,420,9.1,1.5,4.1,4,0.88,3,5,0,1,0,0,0,1,0,1,0,0,0,1,0
1,2655,5,19,30,1,10,1,1,0,1,1,1,26903,2.1,4.8,4.1,4,0.26,15,6,0,1,0,0,1,0,0,0,0,1,0,0,1
1,3943,11,27,12,3,6,3,0,0,0,1,0,690,13.1,3.1,6.7,1,0.41,3,34,0,0,1,0,0,1,0,0,1,0,0,1,0
2,4470,18,21,17,1,9,1,1,0,0,2,1,380,3.3,3.5,3.8,1,0.86,1,36,0,0,1,0,0,1,0,0,0,1,1,0,0
1,4618,2,6,13,1,7,1,0,0,1,1,0,420,10.2,4.2,3.2,1,0.33,3,5,0,1,0,0,0,1,0,1,0,0,0,1,0
5,1258,10,21,17,5,3,1,1,1,1,5,2,1803,11.6,1.9,3.2,4,0.48,2,32,0,1,0,0,1,0,0,0,0,1,0,1,0
5,1971,7,15,20,2,10,1,0,0,0,5,3,18480,4.9,8.1,4.4,3,0.47,16,17,0,1,0,0,0,1,1,0,0,0,0,1,0
1,862,6,8,33,4,5,1,0,1,1,1,0,2100,13.6,5.9,3.5,3,0.75,12,8,0,1,0,0,0,1,0,0,1,0,1,0,0
1,4226,9,23,23,7,10,1,1,0,0,1,0,5800,4.3,4.8,5.9,3,0.39,11,33,0,0,1,0,0,1,0,0,1,0,0,0,1
1,3228,16,29,34,1,3,2,1,1,1,1,0,6900,6.0,5.5,3.2,2,0.55,14,19,0,1,0,1,0,0,0,0,0,1,0,1,0
1,4529,20,23,25,6,2,2,1,1,0,1,0,1540,11.9,3.3,4.4,2,0.87,1,15,0,1,0,1,0,0,0,0,0,1,0,0,1
2,2960,23,27,6,10,9,2,0,0,0,2,1,1803,4.3,1.0,7.7,1,0.85,2,32,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1167,7,30,11,6,4,1,1,0,0,1,1,817,9.7,1.4,3.8,4,0.23,18,16,0,1,0,0,0,1,1,0,0,0,0,1,0
4,4806,2,13,20,9,6,1,0,0,0,4,2,13600,13.7,6.7,5.3,1,0.15,5,37,0,1,0,0,1,0,0,1,0,0,0,1,0
3,1304,7,12,27,1,9,2,0,1,1,3,2,1500,14.4,4.7,5.0,2,0.58,13,1,1,0,0,1,0,0,0,0,1,0,1,0,0
2,1396,13,24,3,2,10,3,0,1,0,2,1,500,8.4,5.5,7.6,5,0.54,14,21,0,1,0,0,0,1,0,0,0,1,0,0,1
3,2696,3,25,28,4,3,1,1,1,1,3,1,11730,1.7,8.2,2.9,2,0.12,5,0,1,0,0,0,1,0,0,0,0,1,0,0,1
3,942,5,10,21,10,7,3,1,1,1,3,1,380,11.9,3.4,9.1,2,0.5,1,36,0,1,0,0,1,0,0,0,1,0,1,0,0
3,3740,16,27,17,3,10,3,0,0,1,3,1,1200,9.1,4.6,7.9,4,0.59,8,26,0,0,1,0,1,0,1,0,0,0,0,1,0
1,2235,6,14,8,6,4,2,0,0,0,1,1,2200,11.5,6.2,5.0,3,0.43,13,25,0,0,1,1,0,0,0,0,1,0,0,1,0
1,3264,8,23,12,9,3,3,1,0,1,1,0,480,13.4,1.0,7.6,2,0.35,2,13,0,0,1,1,0,0,0,0,0,1,1,0,0
4,1524,13,25,26,1,9,2,0,0,0,4,2,6900,10.4,6.7,5.0,3,0.52,14,19,0,0,1,0,0,1,0,1,0,0,1,0,0
4,3508,7,24,10,2,7,3,0,0,1,4,2,1500,6.0,1.5,6.7,3,0.29,13,1,1,0,0,0,1,0,1,0,0,0,0,0,1
2,3540,11,17,13,3,4,3,0,1,1,2,1,1509,3.7,2.1,6.1,5,0.65,9,38,0,1,0,0,0,1,0,1,0,0,0,1,0
1,4483,10,21,25,7,8,3,1,0,0,1,1,3000,14.2,7.2,8.5,1,0.48,10,18,1,0,0,0,1,0,0,0,1,0,1,0,0
2,1378,7,28,22,6,4,1,1,0,1,2,2,13600,4.0,7.1,3.8,1,0.25,5,37,0,1,0,0,0,1,1,0,0,0,0,0,1
3,1644,25,29,2,8,7,2,1,1,1,3,1,2100,4.9,5.7,6.5,2,0.86,12,8,0,0,1,1,0,0,0,0,0,1,0,0,1
3,3178,20,24,23,3,4,1,1,0,0,3,1,3000,12.8,4.6,2.9,5,0.83,10,18,1,0,0,0,0,1,0,0,1,0,0,0,1
3,4983,1,6,20,4,4,2,0,0,0,3,1,1803,10.2,3.0,4.4,2,0.17,2,32,0,1,0,1,0,0,1,0,0,0,0,0,1
3,3875,17,26,7,6,3,2,1,0,0,3,2,18480,4.4,8.7,4.7,2,0.65,16,17,1,0,0,0,0,1,1,0,0,0,0,1,0
2,4285,7,7,20,2,7,2,0,0,0,2,2,13600,14.5,8.1,4.7,4,1.0,5,37,1,0,0,0,0,1,0,1,0,0,0,0,1
5,2908,17,17,30,4,10,2,0,0,1,5,2,13600,10.4,7.4,6.2,1,1.0,5,37,1,0,0,1,0,0,0,0,1,0,1,0,0
3,4328,9,15,27,6,5,3,1,1,1,3,1,1509,7.9,4.8,7.3,3,0.6,9,38,0,0,1,0,0,1,0,0,0,1,0,1,0
4,3541,11,27,18,2,2,2,1,1,1,4,3,11730,0.8,7.9,3.2,1,0.41,5,0,1,0,0,0,0,1,0,0,0,1,1,0,0
1,1348,6,8,30,6,3,3,1,1,1,1,1,740,14.2,4.8,6.7,2,0.75,7,35,0,0,1,0,1,0,0,0,1,0,0,1,0
5,4800,12,26,6,2,7,1,0,1,0,5,2,1540,9.0,4.9,3.5,5,0.46,1,15,0,1,0,1,0,0,0,1,0,0,0,1,0
1,1983,2,5,30,4,5,2,1,1,1,1,0,480,10.9,3.9,4.7,4,0.4,2,13,0,1,0,0,1,0,0,0,1,0,0,1,0
2,2488,4,12,12,1,7,1,0,1,1,2,2,2200,14.5,4.8,3.2,4,0.33,13,25,1,0,0,1,0,0,1,0,0,0,0,0,1
2,1989,11,14,31,8,1,1,1,1,0,2,1,1100,12.0,2.1,3.5,3,0.79,19,10,1,0,0,1,0,0,0,0,0,1,0,1,0
4,3148,1,27,30,10,9,3,0,0,0,4,3,4378,4.5,3.3,9.7,2,0.04,8,2,0,1,0,1,0,0,0,0,1,0,0,1,0
5,671,23,24,4,6,9,3,1,1,0,5,3,26903,3.2,5.8,8.5,1,0.96,15,6,1,0,0,0,0,1,1,0,0,0,1,0,0
2,3419,9,29,28,10,10,3,1,1,1,2,1,500,13.7,1.5,10.0,3,0.31,14,21,0,1,0,1,0,0,0,0,0,1,0,0,1
4,3259,7,23,20,7,5,3,0,0,1,4,2,1540,5.5,4.8,7.6,4,0.3,1,15,0,1,0,0,1,0,0,0,0,1,0,0,1
4,4076,22,28,20,8,2,2,0,0,1,4,2,1200,5.8,3.9,5.0,2,0.79,8,26,1,0,0,1,0,0,0,1,0,0,0,1,0
2,2664,2,12,28,5,6,3,1,0,0,2,2,6900,13.8,7.0,7.3,3,0.17,14,19,0,0,1,0,0,1,0,0,0,1,0,0,1
4,4197,0,14,5,9,4,3,1,0,1,4,2,3000,5.6,2.3,7.9,1,0.0,10,18,0,0,1,0,0,1,1,0,0,0,0,0,1
4,3886,21,22,16,10,4,2,0,1,0,4,3,2000,11.0,5.6,6.2,5,0.95,15,7,0,1,0,1,0,0,1,0,0,0,0,1,0
1,4737,7,24,5,10,7,2,1,1,0,1,1,740,11.9,1.0,7.1,3,0.29,7,35,1,0,0,0,1,0,1,0,0,0,1,0,0
1,4600,21,25,33,8,6,2,1,1,1,1,0,740,14.0,2.7,6.2,3,0.84,7,35,0,0,1,0,1,0,0,0,1,0,0,1,0
1,3128,15,24,30,1,9,2,1,1,1,1,0,2100,4.9,6.2,5.0,3,0.62,12,8,0,1,0,1,0,0,0,1,0,0,0,0,1
3,1186,17,27,25,8,2,2,1,1,0,3,1,594,7.8,1.9,5.0,5,0.63,18,9,0,0,1,1,0,0,0,0,1,0,1,0,0
2,1825,8,24,11,9,7,3,0,0,1,2,2,1100,4.3,2.8,8.8,5,0.33,19,10,0,0,1,0,0,1,0,1,0,0,1,0,0
1,2727,8,28,35,4,10,1,1,0,1,1,0,850,14.7,4.9,5.0,2,0.29,16,41,1,0,0,0,0,1,0,0,1,0,0,0,1
5,2855,17,18,8,2,8,2,1,1,0,5,3,1040,9.3,4.0,5.0,5,0.94,0,39,0,1,0,1,0,0,0,0,1,0,0,1,0
1,3562,14,18,17,5,6,1,0,0,0,1,0,480,7.9,3.9,4.1,4,0.78,2,13,1,0,0,0,1,0,0,0,1,0,0,0,1
4,4284,6,7,15,1,1,3,1,1,0,4,3,430,6.2,1.5,4.6,1,0.86,0,40,0,1,0,0,1,0,0,1,0,0,1,0,0
2,4585,17,24,11,10,3,1,1,1,0,2,2,500,13.4,3.2,4.7,4,0.71,14,21,1,0,0,0,1,0,0,1,0,0,0,1,0
3,2793,3,13,20,5,6,3,0,0,0,3,2,4378,4.8,4.8,7.3,1,0.23,8,2,0,1,0,0,0,1,1,0,0,0,0,1,0
1,4470,15,26,9,10,7,1,1,1,0,1,1,855,3.7,3.8,5.9,4,0.58,10,3,0,1,0,1,0,0,0,1,0,0,0,0,1
2,3101,9,24,34,2,6,3,1,1,0,2,1,1600,7.0,3.8,6.4,4,0.38,12,4,0,1,0,0,1,0,1,0,0,0,1,0,0
1,2846,10,24,25,4,3,3,0,0,1,1,0,855,6.6,2.6,6.1,2,0.42,10,3,1,0,0,0,0,1,0,1,0,0,0,1,0
1,1527,0,17,22,5,7,2,1,1,0,1,0,380,12.6,2.5,5.6,2,0.0,1,36,0,0,1,0,1,0,1,0,0,0,1,0,0
1,2666,8,19,10,5,3,2,0,0,1,1,0,1540,12.0,3.0,4.4,4,0.42,1,15,1,0,0,1,0,0,0,0,1,0,0,0,1
2,2450,8,13,10,10,6,2,1,1,1,2,1,2900,4.6,3.7,6.8,2,0.62,6,12,0,1,0,0,1,0,0,1,0,0,0,1,0
3,1541,3,8,6,1,9,1,0,1,1,3,1,18480,2.1,7.6,3.8,3,0.38,16,17,1,0,0,0,0,1,0,0,1,0,0,0,1
3,4384,1,14,31,3,1,3,1,1,1,3,1,1509,4.1,3.2,5.2,5,0.07,9,38,1,0,0,0,1,0,0,0,0,1,0,1,0
